1	AWS to Launch Saudi Cloud Region in December 2026 with HUMAIN AI Zone	LEAP 2026	95		https://www.aboutamazon.com/news/aws/aws-cloud-region-saudi-arabia	https://www.aboutamazon.com/news/aws/aws-cloud-region-saudi-arabia
2	HUMAIN and DataVolt Break Ground on 100MW AI Data Center at NEOM	LEAP 2026	95		https://data-volt.com/media/breaking-news/humain-partners-datavolt-develop-100mw-of-a-360mw-ai-datacenter-in-neom/	https://data-volt.com/media/breaking-news/humain-partners-datavolt-develop-100mw-of-a-360mw-ai-datacenter-in-neom/
3	Adobe grants $4B in free AI tools to 27M Saudi residents	LEAP 2026	95		https://news.adobe.com/news/2026/08/adobe-mcit-and-humain-expand-partnership	https://news.adobe.com/news/downloads/pdfs/2026/08/31/083126-adobe-mcit-and-humain-expand-partnership-providing-over-4bn-in-free-access-to-ai-powered-creative-tools-to-millions-of-citizens-and-residents-of-saudi-arabia.pdf
4	HONOR to Unveil World's First Robot Phone at LEAP 2026	LEAP 2026	95	true	https://saudigazette.com.sa/article/664013	https://saudigazette.com.sa/saudigazette/uploads/images/2026/08/24/2755193.webp
5	AMD, MCIT and DCO Launch Open AI Developer Ecosystem at LEAP 2026	LEAP 2026	95		https://newsroom.amd.com/news/amd-saudi-arabia-digital-cooperation-organization-open-developer-ecosystem/	NA
6	HUMAIN and MinIO Partner to Build AI-Native Data Fabric at LEAP 2026	LEAP 2026	95		https://www.prnewswire.com/news-releases/humain-and-minio-announce-strategic-partnership-to-build-ai-data-fabric-302865004.html	https://mma.prnewswire.com/media/2347101/HUMAIN_Logo.jpg
7	HUMAIN details AI architecture with MinIO-built Fabric and Brain layers	LEAP 2026	95		https://www.prnewswire.com/ae/news-releases/humain-and-minio-announce-strategic-partnership-to-build-ai-data-fabric-302865009.html	NA
8	HUMAIN and KORA Partner to Co-Develop AI-Native Linux OS	LEAP 2026	95		https://sg.finance.yahoo.com/news/humain-kora-partner-build-operating-152300289.html	NA
9	HUMAIN and KORA Co-Develop AI-Native Linux OS for 2027 Launch	LEAP 2026	95		https://www.prnewswire.com/news-releases/humain-and-kora-partner-to-build-operating-system-at-leap-2026-302865087.html	https://www.unite.ai/wp-content/uploads/2026/08/AI-Native-Linux-OS.jpg
10	ACES and Movandi Partner on Saudi 5G and 6G Infrastructure	LEAP 2026	95		https://www.businesswire.com/news/home/20260831198696/en/	NA
11	Lenovo Unveils First Saudi-Made Laptop at LEAP 2026 Ahead of Mass Production	LEAP 2026	95		https://news.lenovo.com/pressroom/press-releases/unveils-first-laptop-manufactured-saudi-arabia-supporting-the-kingdoms-vision-for-advanced-manufacturing/	https://news.lenovo.com/wp-content/uploads/2025/02/Lenovo-and-Alat-Announcement.jpg
12	KACST and Pasqal Launch Quantum-Safe Cryptography Research Ahead of LEAP 2026	LEAP 2026	95		https://markets.businessinsider.com/news/stocks/pasqal-and-kacst-launch-strategic-quantum-research-collaboration-as-pasqal-expands-presence-in-saudi-arabia-1036507277	https://www.globenewswire.com/NewsRoom/AttachmentNg/6e51e6ce-621e-472d-98f3-f5af95dbc526
13	Pasqal and KACST Launch Quantum Cryptography Research Ahead of LEAP 2026	LEAP 2026	100		https://www.globenewswire.com/news-release/2026/08/31/3353273/0/en/pasqal-and-kacst-launch-strategic-quantum-research-collaboration-as-pasqal-expands-presence-in-saudi-arabia.html	NA
14	Data Dynamics launches Enterprise 2.0.5 at LEAP 2026 to solve AI data governance bottleneck	LEAP 2026	95		https://www.prnewswire.com/news-releases/data-dynamics-launches-enterprise-2-0-5-at-leap-2026--bringing-governed-ai-to-the-data-layer-302864847.html	https://mma.prnewswire.com/media/3008916/Data_Dynamics_Enterprise_launch.jpg
15	Think Unveils Think Fabric at LEAP 2026 to Optimize Bare-Metal AI Compute	LEAP 2026	95		https://www.prnewswire.com/news-releases/think-unveils-think-fabric-a-new-approach-to-bare-metal-heterogeneous-ai-compute-built-for-the-age-of-efficiency-302864558.html	NA
16	Think Launches Think Fabric Bare-Metal AI Compute Platform at LEAP 2026	LEAP 2026	95	true	https://www.prnewswire.com/news-releases/think-unveils-think-fabric-a-new-approach-to-bare-metal-heterogeneous-ai-compute-built-for-the-age-of-efficiency-302864558.html	https://www.think-ai.com/
17	NetApp Showcases AI-Ready Data Infrastructure and Autonomous Security at LEAP 2026	LEAP 2026	95		https://www.zawya.com/en/press-release/companies-news/netapp-to-showcase-how-the-netapp-platform-enables-ai-ready-data-unified-storage-proactive-protection-and-complete-control-at-leap-2026-471691	https://intlbm.com/wp-content/uploads/2026/08/Suhail-Hasanain-Senior-Director-and-General-Manager-MEA-at-NetApp.-Image-Courtesy-NetApp.png
18	IFS and Microsoft showcase real-world industrial AI applications at LEAP 2026	LEAP 2026	95		https://www.zawya.com/en/press-release/ifs-brings-industrial-ai-from-experimentation-to-execution-at-leap-2026-469150	https://gecnewswire.com/wp-content/uploads/2026/08/Rahul-Misra-Senior-Vice-President-Managing-Director-MEA-at-IFS.-e1724673623728.jpg
19	Smobler Explores Robin AI Expansion to Halal Compliance at LEAP 2026	LEAP 2026	95		https://www.prnewswire.com/news-releases/from-haccp-to-halal-smobler-takes-vertical-ai-food-compliance-push-to-leap-2026-302864963.html	NA
20	Voiset 2.0 Brings AI Voice Planning and Full Arabic Support to MENA at LEAP 2026	LEAP 2026	95		https://finance.yahoo.com/technology/ai/articles/popular-ai-planner-voiset-launches-172900543.html	https://www.voiset.io/blog/personal-planning-with-voiset-2-0
21	Adobe Offers $4B in Free AI Tools to Saudis with Culturally Tuned Model	LEAP 2026	95		https://news.adobe.com/news/2026/08/adobe-mcit-and-humain-expand-partnership	NA
22	Salam unveils AI-enabled cloud and connectivity infrastructure at LEAP 2026	LEAP 2026	95		https://www.zawya.com/en/press-release/companies-news/salam-announces-strategic-sponsorship-of-leap-2026-471675	NA
23	Mannai IT Saudi Showcases AI for Smart Cities at LEAP 2026	LEAP 2026	95		https://www.tahawultech.com/news/mannai-information-technology-to-highlight-future-of-sports-smart-cities-enterprises-through-ai-and-digital-innovation-at-leap/	NA
24	AWS Launches Free AI Academy and Hackathon at LEAP 2026	Both	95	true	https://onegiantleap.com/aws-ai-academy	https://onegiantleap.com/aws-ai-academy
25	Adobe Commits $4B to Free AI Tools for 27M Saudi Citizens at LEAP 2026	LEAP 2026	100	true	https://news.adobe.com/news/2026/08/adobe-mcit-and-humain-expand-partnership	NA
26	Pakistan Tech Firms Target Saudi Expansion at LEAP 2026	LEAP 2026	95	true	https://www.arabnews.com/node/2656296/pakistan	https://www.arabnews.com/sites/default/files/styles/n_670_395/public/2026/08/30/4514301-1406734346.jpg
27	Specialized by stc Unveils National Capability Layers at LEAP 2026	LEAP 2026	95		https://www.zawya.com/en/press-release/companies-news/specialized-by-stc-unveils-national-capability-layers-at-leap-2026-472860	NA
28	Ericsson Showcases 5G Advanced and AI Networks at LEAP 2026	LEAP 2026	95		https://www.ericsson.com/en/press-releases/5/2026/ericsson-at-leap-2026	NA
29	Huawei Unveils AI-Powered Enterprise Solutions Under 'Advancing Industrial All Intelligence' Theme at LEAP 2026	LEAP 2026	90		https://e.huawei.com/sa/events/branding/leap/2026	https://e.huawei.com/sa/events/branding/leap/2026
30	Cisco unveils Saudi cloud data centers and local manufacturing plans	LEAP 2026	95	true	https://news-blogs.cisco.com/emea/2025/02/09/cisco-saudi-arabia-cloud-data-centers-ai-talent-manufacturing/	NA
31	IBM and Ejada Systems Use AI Agent Bob to Accelerate Enterprise Modernization in Saudi Arabia	LEAP 2026	95		https://mea.newsroom.ibm.com/Ejada-IBM-Bob	NA
32	IBM and Ejada Systems Accelerate Saudi Enterprise Modernization with IBM Bob	LEAP 2026	100	true	https://mea.newsroom.ibm.com/Ejada-IBM-Bob	NA
33	SBM Unveils Maxera 3D Digital Twin Powered by IBM Maximo at LEAP 2026	LEAP 2026	95		https://t.co/W2NiqyUjDU	NA
34	AWS AI Academy Brings Free Agentic AI Training and Hackathons to LEAP 2026	LEAP 2026	95		https://onegiantleap.com/aws-ai-academy	NA
35	HUMAIN and MinIO Partner to Build Advanced AI-Native Data Fabric	LEAP 2026	95	true	https://www.morningstar.com/news/pr-newswire/20260831ln36957/humain-and-minio-announce-strategic-partnership-to-build-ai-data-fabric	https://cdn.prod.website-files.com/681c8426519d8db8f867c1e8/69160aac8c4c713e2ea292f3_Garima-Kapoor.jpg
36	Cloudflare Spotlights Agentic AI Infrastructure and Security at LEAP 2026	LEAP 2026	95		https://cxodx.com/cloudflare-to-spotlight-ai-security-and-agentic-infrastructure-vision-at-leap-2026/	NA
37	AWS Unveils 2026 Saudi Region Launch with 50MW AI Zone and ZainTECH Partnership	LEAP 2026	95		https://www.aboutamazon.com/news/aws/aws-cloud-region-saudi-arabia	https://www.aboutamazon.com/news/aws/aws-cloud-region-saudi-arabia
38	Mobiz launches three enterprise AI and cloud solutions at LEAP 2026	LEAP 2026	90		https://www.mobizinc.com/events/mobiz-at-leap	NA
39	Horizontal Digital Debuts Agentic AI Concierge with Salesforce at LEAP 2026	LEAP 2026	95		https://www.horizontaldigital.com/news/leap-2026-with-salesforce	NA
40	Link Development Launches Frontier Ascent Agentic AI Operating Model at LEAP 2026	LEAP 2026	95		https://linkdevelopment.com/newsroom/events/architecting-the-intelligent-enterprise-link-developments-frontier-ascent-at-leap-2026/	NA
41	Twaasol Showcases MENA-First Cisco Meeting Rooms Certification at LEAP 2026	LEAP 2026	95		https://www.linkedin.com/posts/twaasol_leap2026-cisco-twaasol-activity-7490450818014384129-THwR	NA
42	CONNECT PS and Cisco Debut Splunk Observability for Contact Centers at LEAP 2026	LEAP 2026	95		https://followict.news/en/connect-ps-strengthens-its-presence-at-leap-2026-showcasing-a-unique-cisco-splunk-observability-experience-for-modern-contact-centers/	https://followict.news/wp-content/uploads/2026/08/IMG-20260816-WA00072.jpg
43	Data Dynamics Launches Enterprise 2.0.5 for Governed AI at LEAP 2026	LEAP 2026	95	true	https://finance.yahoo.com/technology/ai/articles/data-dynamics-launches-enterprise-2-095800017.html	https://mma.prnewswire.com/media/3008916/Data_Dynamics_Enterprise_launch.jpg
44	Salam unveils Connectivity+ vision and AI infrastructure at LEAP 2026	LEAP 2026	95	true	https://www.telecomreview.com/articles/telecom-operators/29995-salam-announces-strategic-sponsorship-of-leap-2026-and-unveils-ai-enabled-connectivity-solutions-powering-the-kingdoms-digital-future/	NA
45	LEAP 2026 opens its landmark fifth edition in Riyadh	LEAP 2026	95	true	https://www.azcentral.com/press-release/story/116758/leap-2026-opens-tomorrow-what-to-watch-as-the-global-technology-community-gathers-in-riyadh/	NA
